date_time,temp,rain_1h,clouds_all,traffic_volume
2025-04-15 18:00:00,15.88,0.0,92,2292
2025-04-15 19:00:00,13.75,0.0,66,2090
2025-04-15 20:00:00,15.54,0.07,91,1726
2025-04-15 21:00:00,19.82,0.0,43,1777
2025-04-15 22:00:00,17.18,0.0,59,1438
2025-04-15 23:00:00,10.38,0.0,49,1267
2025-04-16 00:00:00,15.14,1.93,79,886
2025-04-16 01:00:00,21.14,0.06,78,1116
2025-04-16 02:00:00,15.15,0.0,100,980
2025-04-16 03:00:00,10.39,0.4,77,1126
2025-04-16 04:00:00,21.47,1.29,54,1527
2025-04-16 05:00:00,17.84,2.15,100,1205
2025-04-16 06:00:00,15.58,1.09,5,1895
2025-04-16 07:00:00,14.68,0.0,80,2257
2025-04-16 08:00:00,19.04,0.0,84,2763
2025-04-16 09:00:00,14.16,0.0,79,2405
2025-04-16 10:00:00,19.23,0.0,92,2129
2025-04-16 11:00:00,17.42,0.27,82,1522
2025-04-16 12:00:00,16.52,0.0,92,1397
2025-04-16 13:00:00,16.23,0.0,64,1533
2025-04-16 14:00:00,15.27,0.49,43,1636
2025-04-16 15:00:00,18.93,0.27,78,2348
2025-04-16 16:00:00,13.19,1.0,53,2382
2025-04-16 17:00:00,10.92,0.0,61,2529
2025-04-16 18:00:00,17.63,0.38,100,2474
2025-04-16 19:00:00,17.68,0.0,100,1986
2025-04-16 20:00:00,17.23,0.03,100,1883
2025-04-16 21:00:00,17.01,0.06,100,1423
2025-04-16 22:00:00,14.83,0.0,81,1285
2025-04-16 23:00:00,18.15,0.0,100,1360
2025-04-17 00:00:00,15.93,1.58,88,1009
2025-04-17 01:00:00,14.61,0.0,100,1043
2025-04-17 02:00:00,15.13,0.0,56,1162
2025-04-17 03:00:00,22.13,0.0,96,892
2025-04-17 04:00:00,10.86,0.0,47,1199
2025-04-17 05:00:00,17.57,0.04,96,1618
2025-04-17 06:00:00,11.03,0.65,36,1854
2025-04-17 07:00:00,15.74,0.0,49,2309
2025-04-17 08:00:00,14.77,0.0,47,2725
2025-04-17 09:00:00,9.81,0.0,85,2515
2025-04-17 10:00:00,17.24,0.0,88,1928
2025-04-17 11:00:00,14.93,0.0,100,1674
2025-04-17 12:00:00,9.77,0.0,77,1341
2025-04-17 13:00:00,18.59,1.24,98,1255
2025-04-17 14:00:00,20.37,2.35,83,1524
2025-04-17 15:00:00,20.54,0.0,96,2492
2025-04-17 16:00:00,17.14,0.0,82,2352
2025-04-17 17:00:00,16.21,0.51,100,2426
2025-04-17 18:00:00,20.05,0.33,53,2847
2025-04-17 19:00:00,21.12,0.59,18,2254
2025-04-17 20:00:00,19.47,0.0,89,2071
2025-04-17 21:00:00,13.24,0.0,34,1446
2025-04-17 22:00:00,16.67,3.74,100,867
2025-04-17 23:00:00,17.39,0.0,65,1411
2025-04-18 00:00:00,10.92,0.0,53,1038
2025-04-18 01:00:00,17.75,0.0,100,1128
2025-04-18 02:00:00,23.16,0.08,78,1347
2025-04-18 03:00:00,18.26,0.0,74,1111
2025-04-18 04:00:00,20.76,0.0,97,1676
2025-04-18 05:00:00,16.89,1.39,99,1561
2025-04-18 06:00:00,16.12,0.31,100,1900
2025-04-18 07:00:00,17.49,0.0,45,2494
2025-04-18 08:00:00,13.9,0.0,92,2822
2025-04-18 09:00:00,13.45,2.75,71,2034
2025-04-18 10:00:00,20.14,0.41,56,2021
2025-04-18 11:00:00,20.46,0.0,80,1835
2025-04-18 12:00:00,13.37,0.13,33,1168
2025-04-18 13:00:00,19.25,0.42,100,1485
2025-04-18 14:00:00,16.08,0.0,71,1878
2025-04-18 15:00:00,17.36,0.0,67,2152
2025-04-18 16:00:00,17.72,0.55,75,2245
2025-04-18 17:00:00,19.33,2.44,75,2388
2025-04-18 18:00:00,16.59,0.0,100,2561
2025-04-18 19:00:00,20.57,0.0,51,2234
2025-04-18 20:00:00,17.27,1.41,69,1554
2025-04-18 21:00:00,18.22,0.73,73,1673
2025-04-18 22:00:00,13.84,0.0,52,1423
2025-04-18 23:00:00,22.82,0.0,83,1255
2025-04-19 00:00:00,18.03,0.0,61,989
2025-04-19 01:00:00,18.76,0.74,44,852
2025-04-19 02:00:00,11.79,0.0,92,966
2025-04-19 03:00:00,14.15,0.0,100,860
2025-04-19 04:00:00,20.33,0.25,80,768
2025-04-19 05:00:00,17.48,0.0,76,1056
2025-04-19 06:00:00,10.88,0.0,75,1250
2025-04-19 07:00:00,19.73,0.0,66,1810
2025-04-19 08:00:00,14.99,0.0,100,1703
2025-04-19 09:00:00,20.85,0.0,81,1595
2025-04-19 10:00:00,16.35,0.82,24,1505
2025-04-19 11:00:00,17.23,0.0,100,1237
2025-04-19 12:00:00,20.15,1.52,100,753
2025-04-19 13:00:00,13.92,0.0,94,1042
2025-04-19 14:00:00,13.64,0.59,10,1181
2025-04-19 15:00:00,16.03,1.04,79,1329
2025-04-19 16:00:00,19.1,0.05,100,1656
2025-04-19 17:00:00,12.62,0.0,88,1812
2025-04-19 18:00:00,11.61,0.0,84,1685
2025-04-19 19:00:00,19.09,0.14,100,1468
2025-04-19 20:00:00,14.81,0.0,82,1208
2025-04-19 21:00:00,15.44,0.35,100,705
2025-04-19 22:00:00,11.05,0.0,83,1072
2025-04-19 23:00:00,14.58,0.0,81,533
2025-04-20 00:00:00,16.87,0.0,100,823
2025-04-20 01:00:00,19.68,0.0,68,876
2025-04-20 02:00:00,14.57,0.0,51,801
2025-04-20 03:00:00,21.86,2.55,79,619
2025-04-20 04:00:00,14.83,0.0,93,791
2025-04-20 05:00:00,14.84,1.82,100,934
2025-04-20 06:00:00,21.5,0.51,100,1200
2025-04-20 07:00:00,17.52,0.0,77,1757
2025-04-20 08:00:00,15.23,1.59,74,1515
2025-04-20 09:00:00,16.42,0.0,64,1661
2025-04-20 10:00:00,20.95,0.0,85,1412
2025-04-20 11:00:00,21.29,0.0,37,1260
2025-04-20 12:00:00,14.44,0.0,79,976
2025-04-20 13:00:00,16.76,0.0,100,1038
2025-04-20 14:00:00,17.16,0.0,41,1508
2025-04-20 15:00:00,13.93,0.0,82,1634
2025-04-20 16:00:00,16.72,0.0,88,1761
2025-04-20 17:00:00,16.9,0.0,91,1887
2025-04-20 18:00:00,20.31,0.0,54,2122
2025-04-20 19:00:00,20.51,0.41,91,1322
2025-04-20 20:00:00,15.9,0.0,65,1461
2025-04-20 21:00:00,16.25,0.0,43,1366
2025-04-20 22:00:00,18.88,0.0,100,991
2025-04-20 23:00:00,15.13,0.0,95,1071
2025-04-21 00:00:00,18.92,0.18,54,1448
2025-04-21 01:00:00,16.89,0.0,65,1125
2025-04-21 02:00:00,14.25,0.0,64,1111
2025-04-21 03:00:00,14.29,0.0,37,1324
2025-04-21 04:00:00,21.5,0.0,97,1286
2025-04-21 05:00:00,16.69,2.36,98,1678
2025-04-21 06:00:00,22.08,0.0,70,2247
2025-04-21 07:00:00,15.62,0.21,78,2415
2025-04-21 08:00:00,18.03,0.0,81,2441
2025-04-21 09:00:00,24.33,0.52,84,2525
2025-04-21 10:00:00,13.98,0.51,45,1839
2025-04-21 11:00:00,11.46,0.0,90,1624
2025-04-21 12:00:00,21.02,0.18,49,1091
2025-04-21 13:00:00,14.68,0.86,95,1578
2025-04-21 14:00:00,17.09,0.0,52,1862
2025-04-21 15:00:00,15.4,1.06,46,1899
2025-04-21 16:00:00,17.96,1.35,78,2366
2025-04-21 17:00:00,14.3,0.0,77,2593
2025-04-21 18:00:00,16.62,0.0,81,2494
2025-04-21 19:00:00,18.51,0.0,56,2482
2025-04-21 20:00:00,14.13,0.0,83,1866
2025-04-21 21:00:00,15.06,0.06,86,1617
2025-04-21 22:00:00,16.11,0.0,100,1253
2025-04-21 23:00:00,12.87,0.0,83,1215
2025-04-22 00:00:00,16.15,0.0,63,978
2025-04-22 01:00:00,17.78,0.0,44,1262
2025-04-22 02:00:00,16.22,0.57,40,1050
2025-04-22 03:00:00,16.61,0.84,86,1272
2025-04-22 04:00:00,17.36,0.0,98,1321
2025-04-22 05:00:00,15.45,0.0,56,1740
2025-04-22 06:00:00,19.49,0.0,84,2106
2025-04-22 07:00:00,21.73,0.0,74,2787
2025-04-22 08:00:00,16.03,0.0,96,2360
2025-04-22 09:00:00,18.88,0.93,100,2311
2025-04-22 10:00:00,16.7,1.71,21,1813
2025-04-22 11:00:00,18.52,0.59,100,1247
2025-04-22 12:00:00,22.12,0.0,84,1265
2025-04-22 13:00:00,18.95,0.05,65,1771
2025-04-22 14:00:00,12.1,0.69,66,1731
2025-04-22 15:00:00,18.78,0.0,79,2217
2025-04-22 16:00:00,21.12,0.8,66,2614
2025-04-22 17:00:00,16.76,0.48,55,2631
2025-04-22 18:00:00,20.41,0.0,60,2687
2025-04-22 19:00:00,15.35,0.33,52,2255
2025-04-22 20:00:00,12.96,0.0,100,1838
2025-04-22 21:00:00,17.84,1.37,80,1339
2025-04-22 22:00:00,12.15,0.0,100,1375
2025-04-22 23:00:00,16.7,0.0,87,1034
2025-04-23 00:00:00,21.54,0.0,93,1171
2025-04-23 01:00:00,11.95,0.55,51,1212
2025-04-23 02:00:00,13.85,0.71,72,1018
2025-04-23 03:00:00,14.59,0.27,80,1077
2025-04-23 04:00:00,17.49,1.02,62,1582
2025-04-23 05:00:00,16.59,0.43,66,1790
2025-04-23 06:00:00,21.88,0.0,88,2117
2025-04-23 07:00:00,20.55,0.0,89,2350
2025-04-23 08:00:00,19.17,0.31,44,2406
2025-04-23 09:00:00,18.12,0.03,85,2553
2025-04-23 10:00:00,18.86,0.89,92,2115
2025-04-23 11:00:00,15.1,0.0,63,1683
2025-04-23 12:00:00,20.26,1.08,61,1059
2025-04-23 13:00:00,14.35,0.0,89,1518
2025-04-23 14:00:00,20.19,1.35,14,1813
2025-04-23 15:00:00,21.24,0.0,78,2309
2025-04-23 16:00:00,18.32,1.16,100,2623
2025-04-23 17:00:00,17.16,0.0,13,2872
2025-04-23 18:00:00,18.89,0.76,98,2492
2025-04-23 19:00:00,9.1,0.0,92,2070
2025-04-23 20:00:00,18.59,2.9,42,1673
2025-04-23 21:00:00,17.34,0.0,91,1435
2025-04-23 22:00:00,17.53,0.0,100,1387
2025-04-23 23:00:00,19.8,0.63,49,1226
2025-04-24 00:00:00,17.72,1.59,60,885
2025-04-24 01:00:00,14.52,1.24,78,1075
2025-04-24 02:00:00,17.52,0.0,100,812
2025-04-24 03:00:00,18.15,1.7,64,974
2025-04-24 04:00:00,18.29,0.11,77,1439
2025-04-24 05:00:00,18.43,0.25,61,1823
2025-04-24 06:00:00,21.06,0.0,78,2171
2025-04-24 07:00:00,14.69,0.0,100,2282
2025-04-24 08:00:00,18.47,0.0,80,2639
2025-04-24 09:00:00,21.81,0.0,69,2586
2025-04-24 10:00:00,12.74,0.0,77,2201
2025-04-24 11:00:00,18.48,0.0,58,1818
2025-04-24 12:00:00,16.19,0.72,53,1427
2025-04-24 13:00:00,16.83,0.87,100,1415
2025-04-24 14:00:00,15.23,1.55,100,1460
2025-04-24 15:00:00,17.44,0.0,33,2122
2025-04-24 16:00:00,23.47,4.39,92,2015
2025-04-24 17:00:00,14.15,1.07,99,2514
2025-04-24 18:00:00,14.44,0.0,47,2467
2025-04-24 19:00:00,14.04,1.29,66,2127
2025-04-24 20:00:00,23.13,0.84,63,1776
2025-04-24 21:00:00,16.56,0.0,100,1417
2025-04-24 22:00:00,17.87,0.0,100,1511
2025-04-24 23:00:00,16.74,0.04,55,1373
2025-04-25 00:00:00,15.37,0.8,41,1055
2025-04-25 01:00:00,17.5,1.51,97,819
2025-04-25 02:00:00,25.58,0.0,91,1396
2025-04-25 03:00:00,22.38,0.0,100,1369
2025-04-25 04:00:00,15.64,0.28,51,1434
2025-04-25 05:00:00,20.14,0.0,96,1613
2025-04-25 06:00:00,15.71,0.0,59,1910
2025-04-25 07:00:00,12.87,0.49,93,2302
2025-04-25 08:00:00,21.26,0.92,77,2783
2025-04-25 09:00:00,21.68,0.53,100,2289
2025-04-25 10:00:00,21.34,0.0,89,2095
2025-04-25 11:00:00,16.79,0.01,70,1867
2025-04-25 12:00:00,17.7,0.69,81,1225
2025-04-25 13:00:00,20.45,3.04,75,1232
2025-04-25 14:00:00,19.38,0.0,49,1772
2025-04-25 15:00:00,17.02,0.0,100,2266
2025-04-25 16:00:00,13.34,0.0,100,2312
2025-04-25 17:00:00,18.54,0.0,73,2444
2025-04-25 18:00:00,21.44,0.05,95,2407
2025-04-25 19:00:00,14.61,0.0,100,2172
2025-04-25 20:00:00,20.12,1.1,100,1517
2025-04-25 21:00:00,19.2,0.0,70,1412
2025-04-25 22:00:00,20.45,2.1,75,1229
2025-04-25 23:00:00,20.82,0.0,35,1361
2025-04-26 00:00:00,16.37,0.0,97,635
2025-04-26 01:00:00,13.6,0.71,100,587
2025-04-26 02:00:00,16.85,0.0,100,1018
2025-04-26 03:00:00,21.12,0.0,95,1062
2025-04-26 04:00:00,16.83,0.0,86,912
2025-04-26 05:00:00,16.37,0.0,52,1294
2025-04-26 06:00:00,12.99,0.0,85,1364
2025-04-26 07:00:00,23.71,0.0,62,1586
2025-04-26 08:00:00,20.93,0.0,90,1580
2025-04-26 09:00:00,20.76,0.0,58,1669
2025-04-26 10:00:00,21.36,0.0,90,1242
2025-04-26 11:00:00,20.18,0.0,100,1179
2025-04-26 12:00:00,17.72,3.22,87,477
2025-04-26 13:00:00,17.96,4.48,86,612
2025-04-26 14:00:00,17.17,0.0,100,1321
2025-04-26 15:00:00,26.36,0.7,100,1651
2025-04-26 16:00:00,20.12,0.0,75,1665
2025-04-26 17:00:00,17.06,0.0,90,1868
2025-04-26 18:00:00,19.85,0.0,100,1607
2025-04-26 19:00:00,15.42,0.0,94,1587
2025-04-26 20:00:00,22.97,0.0,27,1663
2025-04-26 21:00:00,16.47,0.05,59,1215
2025-04-26 22:00:00,19.96,0.11,96,917
2025-04-26 23:00:00,21.65,0.12,67,1023
2025-04-27 00:00:00,19.86,1.06,100,467
2025-04-27 01:00:00,18.99,1.58,100,361
2025-04-27 02:00:00,18.74,0.0,62,944
2025-04-27 03:00:00,18.54,0.0,51,1114
2025-04-27 04:00:00,16.97,0.73,68,706
2025-04-27 05:00:00,17.36,0.0,67,1168
2025-04-27 06:00:00,23.14,0.85,100,1430
2025-04-27 07:00:00,18.38,0.0,51,1689
2025-04-27 08:00:00,16.35,0.0,96,1727
2025-04-27 09:00:00,17.16,0.0,100,1745
2025-04-27 10:00:00,22.01,0.44,98,1420
2025-04-27 11:00:00,20.73,0.0,88,1189
2025-04-27 12:00:00,20.39,0.0,73,869
2025-04-27 13:00:00,17.93,0.0,100,1056
2025-04-27 14:00:00,20.43,0.6,71,1239
2025-04-27 15:00:00,16.77,0.11,100,1434
2025-04-27 16:00:00,17.93,1.19,73,1547
2025-04-27 17:00:00,21.61,0.44,31,1926
2025-04-27 18:00:00,21.33,0.0,70,1700
2025-04-27 19:00:00,15.76,0.13,73,1520
2025-04-27 20:00:00,16.14,0.0,74,1246
2025-04-27 21:00:00,19.03,0.0,61,1025
2025-04-27 22:00:00,23.88,0.04,93,742
2025-04-27 23:00:00,12.96,0.0,96,903
2025-04-28 00:00:00,19.79,0.0,69,1308
2025-04-28 01:00:00,14.82,0.41,69,970
2025-04-28 02:00:00,17.05,0.55,51,1246
2025-04-28 03:00:00,17.86,1.47,83,892
2025-04-28 04:00:00,17.69,1.88,100,1043
2025-04-28 05:00:00,17.35,0.0,100,1513
2025-04-28 06:00:00,18.97,0.0,62,2068
2025-04-28 07:00:00,17.35,0.72,100,2420
2025-04-28 08:00:00,14.57,3.1,68,2184
2025-04-28 09:00:00,21.29,3.29,51,2130
2025-04-28 10:00:00,21.21,0.0,43,2282
2025-04-28 11:00:00,21.48,0.0,50,1758
2025-04-28 12:00:00,14.33,0.0,85,1208
2025-04-28 13:00:00,19.85,0.0,70,1648
2025-04-28 14:00:00,20.98,0.0,61,2099
2025-04-28 15:00:00,15.86,0.0,56,2398
2025-04-28 16:00:00,18.98,2.51,50,2115
2025-04-28 17:00:00,18.6,0.0,55,2521
2025-04-28 18:00:00,24.48,0.0,100,2723
2025-04-28 19:00:00,24.73,0.0,100,2254
2025-04-28 20:00:00,13.96,0.44,100,1416
2025-04-28 21:00:00,26.43,0.14,94,1547
2025-04-28 22:00:00,16.21,1.44,65,1126
2025-04-28 23:00:00,21.89,0.68,60,1211
2025-04-29 00:00:00,22.11,4.09,96,802
2025-04-29 01:00:00,16.21,0.0,70,1020
2025-04-29 02:00:00,20.68,0.58,87,1260
2025-04-29 03:00:00,18.87,0.32,100,1195
2025-04-29 04:00:00,20.86,0.32,82,1176
2025-04-29 05:00:00,19.89,1.69,100,1378
2025-04-29 06:00:00,22.79,0.0,48,2260
2025-04-29 07:00:00,19.42,0.0,88,2477
2025-04-29 08:00:00,18.69,0.0,84,2694
2025-04-29 09:00:00,22.49,0.0,52,2506
2025-04-29 10:00:00,20.94,0.12,97,2129
2025-04-29 11:00:00,21.39,0.97,100,1476
2025-04-29 12:00:00,17.2,0.0,100,1660
2025-04-29 13:00:00,16.06,1.26,87,1189
2025-04-29 14:00:00,17.49,0.37,29,2305
2025-04-29 15:00:00,17.33,0.0,89,2073
2025-04-29 16:00:00,21.56,0.0,95,2727
2025-04-29 17:00:00,22.12,0.0,71,2836
2025-04-29 18:00:00,18.73,0.0,82,2405
2025-04-29 19:00:00,23.49,0.0,65,2430
2025-04-29 20:00:00,23.3,0.0,73,1901
2025-04-29 21:00:00,19.93,0.0,100,1595
2025-04-29 22:00:00,16.73,0.0,100,1318
2025-04-29 23:00:00,23.92,0.0,45,1349
2025-04-30 00:00:00,19.25,0.0,64,1147
2025-04-30 01:00:00,19.82,0.0,37,1320
2025-04-30 02:00:00,18.42,0.0,100,1011
2025-04-30 03:00:00,16.77,4.31,98,526
2025-04-30 04:00:00,15.03,0.0,26,1552
2025-04-30 05:00:00,21.34,3.12,75,1383
2025-04-30 06:00:00,17.09,0.0,69,1880
2025-04-30 07:00:00,28.62,0.0,58,2529
2025-04-30 08:00:00,16.18,0.0,100,2274
2025-04-30 09:00:00,15.67,0.37,100,2474
2025-04-30 10:00:00,20.97,0.0,83,2190
2025-04-30 11:00:00,24.03,0.0,60,1614
2025-04-30 12:00:00,19.63,0.0,61,1510
2025-04-30 13:00:00,21.15,1.46,77,1723
2025-04-30 14:00:00,13.91,1.64,65,1434
2025-04-30 15:00:00,17.41,0.0,76,2146
2025-04-30 16:00:00,16.22,0.0,90,2260
2025-04-30 17:00:00,13.75,0.0,38,2793
2025-04-30 18:00:00,19.79,0.0,57,2584
2025-04-30 19:00:00,12.71,0.0,76,2107
2025-04-30 20:00:00,15.47,0.0,100,1832
2025-04-30 21:00:00,17.83,1.27,98,1300
2025-04-30 22:00:00,16.94,0.0,76,1291
2025-04-30 23:00:00,20.63,0.93,86,1191
2025-05-01 00:00:00,20.59,0.0,74,1109
2025-05-01 01:00:00,22.36,0.0,100,1105
2025-05-01 02:00:00,21.93,0.0,87,1182
2025-05-01 03:00:00,23.1,0.0,100,1256
2025-05-01 04:00:00,19.67,0.0,42,1526
2025-05-01 05:00:00,20.59,2.15,56,1529
2025-05-01 06:00:00,21.21,0.0,83,1864
2025-05-01 07:00:00,20.1,0.0,88,2648
2025-05-01 08:00:00,18.48,0.17,100,2564
2025-05-01 09:00:00,18.68,1.6,31,2307
2025-05-01 10:00:00,17.22,0.0,75,1903
2025-05-01 11:00:00,20.94,0.0,74,1953
2025-05-01 12:00:00,19.39,0.29,82,1653
2025-05-01 13:00:00,17.69,0.43,100,1716
2025-05-01 14:00:00,17.69,0.0,98,1833
2025-05-01 15:00:00,16.04,0.92,36,2204
2025-05-01 16:00:00,22.61,0.0,100,2734
2025-05-01 17:00:00,19.91,0.0,100,2564
2025-05-01 18:00:00,17.09,0.0,83,2553
2025-05-01 19:00:00,22.1,0.0,36,2389
2025-05-01 20:00:00,17.99,0.31,72,2103
2025-05-01 21:00:00,15.46,0.65,88,1619
2025-05-01 22:00:00,22.74,0.09,100,1342
2025-05-01 23:00:00,18.06,0.74,32,1447
2025-05-02 00:00:00,18.68,0.0,57,1199
2025-05-02 01:00:00,20.03,0.0,100,1060
2025-05-02 02:00:00,23.34,0.0,100,1159
2025-05-02 03:00:00,19.97,2.52,87,942
2025-05-02 04:00:00,16.31,0.0,100,1166
2025-05-02 05:00:00,21.54,0.0,87,1585
2025-05-02 06:00:00,18.45,0.0,100,1797
2025-05-02 07:00:00,25.57,0.0,80,2436
2025-05-02 08:00:00,19.91,0.08,88,2645
2025-05-02 09:00:00,13.2,0.0,45,2580
2025-05-02 10:00:00,20.98,2.71,94,1851
2025-05-02 11:00:00,25.74,0.0,45,1866
2025-05-02 12:00:00,24.64,0.0,94,1198
2025-05-02 13:00:00,25.4,0.0,65,1571
2025-05-02 14:00:00,16.85,0.0,85,1801
2025-05-02 15:00:00,22.65,0.0,52,2468
2025-05-02 16:00:00,17.74,0.0,63,2448
2025-05-02 17:00:00,20.58,0.0,85,2467
2025-05-02 18:00:00,16.09,0.0,95,2641
2025-05-02 19:00:00,17.98,1.57,100,1875
2025-05-02 20:00:00,17.88,0.0,47,1762
2025-05-02 21:00:00,22.61,0.0,38,1734
2025-05-02 22:00:00,22.31,0.0,52,1455
2025-05-02 23:00:00,20.74,0.9,49,1150
2025-05-03 00:00:00,16.09,0.0,100,744
2025-05-03 01:00:00,19.21,1.63,100,467
2025-05-03 02:00:00,17.9,0.0,51,809
2025-05-03 03:00:00,22.75,0.0,100,882
2025-05-03 04:00:00,23.67,0.12,100,692
2025-05-03 05:00:00,23.31,0.0,35,1439
2025-05-03 06:00:00,17.87,0.0,50,1283
2025-05-03 07:00:00,11.92,0.69,34,1479
2025-05-03 08:00:00,14.84,0.18,73,1894
2025-05-03 09:00:00,24.4,0.0,76,1876
2025-05-03 10:00:00,18.94,0.0,76,1451
2025-05-03 11:00:00,17.89,0.0,25,1005
2025-05-03 12:00:00,25.07,0.44,40,996
2025-05-03 13:00:00,23.94,0.0,82,1144
2025-05-03 14:00:00,20.21,0.0,91,1288
2025-05-03 15:00:00,19.26,0.12,25,1810
2025-05-03 16:00:00,19.74,0.7,44,2027
2025-05-03 17:00:00,20.82,0.0,100,1898
2025-05-03 18:00:00,24.94,2.65,45,1514
2025-05-03 19:00:00,21.41,0.0,75,1767
2025-05-03 20:00:00,22.32,0.0,43,1354
2025-05-03 21:00:00,23.65,2.3,96,498
2025-05-03 22:00:00,16.63,0.0,25,861
2025-05-03 23:00:00,22.4,0.0,68,626
2025-05-04 00:00:00,19.48,0.0,99,743
2025-05-04 01:00:00,12.82,0.0,91,690
2025-05-04 02:00:00,13.98,0.23,64,545
2025-05-04 03:00:00,17.31,0.0,58,770
2025-05-04 04:00:00,21.96,0.05,70,821
2025-05-04 05:00:00,20.71,0.0,43,1232
2025-05-04 06:00:00,20.92,1.72,73,1149
2025-05-04 07:00:00,26.22,2.0,73,1731
2025-05-04 08:00:00,16.56,0.86,65,1739
2025-05-04 09:00:00,20.28,0.0,100,1911
2025-05-04 10:00:00,21.28,0.0,49,1465
2025-05-04 11:00:00,18.16,0.44,33,1480
2025-05-04 12:00:00,20.45,0.0,62,1020
2025-05-04 13:00:00,15.57,0.0,78,982
2025-05-04 14:00:00,24.6,0.0,73,1748
2025-05-04 15:00:00,18.32,0.0,72,1302
2025-05-04 16:00:00,26.46,0.0,47,1848
2025-05-04 17:00:00,20.27,0.0,51,1669
2025-05-04 18:00:00,23.45,0.7,63,1507
2025-05-04 19:00:00,20.21,0.0,61,1318
2025-05-04 20:00:00,20.27,0.0,100,1378
2025-05-04 21:00:00,18.61,0.0,82,909
2025-05-04 22:00:00,20.72,0.0,62,988
2025-05-04 23:00:00,21.32,0.1,100,990
2025-05-05 00:00:00,18.24,0.0,86,1199
2025-05-05 01:00:00,20.22,0.0,41,1314
2025-05-05 02:00:00,18.76,0.0,0,1500
2025-05-05 03:00:00,27.49,0.0,42,1651
2025-05-05 04:00:00,20.32,0.0,90,1180
2025-05-05 05:00:00,25.23,0.0,97,1760
2025-05-05 06:00:00,20.0,0.0,34,2117
2025-05-05 07:00:00,21.37,0.44,92,2391
2025-05-05 08:00:00,16.63,0.0,91,2356
2025-05-05 09:00:00,19.25,0.0,100,2341
2025-05-05 10:00:00,21.22,0.0,99,1983
2025-05-05 11:00:00,25.35,0.39,100,1842
2025-05-05 12:00:00,21.26,0.0,87,1213
2025-05-05 13:00:00,24.74,0.0,86,1304
2025-05-05 14:00:00,22.51,0.0,67,1950
2025-05-05 15:00:00,25.47,0.0,96,2112
2025-05-05 16:00:00,20.41,1.43,42,2418
2025-05-05 17:00:00,27.76,2.05,72,2619
2025-05-05 18:00:00,19.13,0.0,89,2482
2025-05-05 19:00:00,18.29,0.0,100,2111
2025-05-05 20:00:00,16.96,0.0,63,1853
2025-05-05 21:00:00,27.58,0.0,99,1774
2025-05-05 22:00:00,23.05,0.62,70,1200
2025-05-05 23:00:00,19.59,0.0,100,1311
2025-05-06 00:00:00,24.56,0.47,55,1094
2025-05-06 01:00:00,22.87,0.0,93,1277
2025-05-06 02:00:00,26.71,0.6,72,1017
2025-05-06 03:00:00,16.17,0.56,45,1258
2025-05-06 04:00:00,20.01,0.0,71,1375
2025-05-06 05:00:00,19.42,0.02,100,1610
2025-05-06 06:00:00,14.89,0.71,49,2096
2025-05-06 07:00:00,23.99,0.0,38,2496
2025-05-06 08:00:00,20.0,0.0,85,2626
2025-05-06 09:00:00,23.03,0.0,33,2649
2025-05-06 10:00:00,27.89,0.0,100,2098
2025-05-06 11:00:00,19.75,0.0,100,1705
2025-05-06 12:00:00,19.55,0.36,100,1328
2025-05-06 13:00:00,21.17,0.73,75,1440
2025-05-06 14:00:00,23.77,0.0,100,2079
2025-05-06 15:00:00,19.11,0.0,100,2263
2025-05-06 16:00:00,18.92,0.0,61,2429
2025-05-06 17:00:00,23.98,0.64,100,2463
2025-05-06 18:00:00,21.95,0.46,52,2525
2025-05-06 19:00:00,14.68,0.0,70,2241
2025-05-06 20:00:00,17.13,1.84,30,1412
2025-05-06 21:00:00,25.31,0.0,78,1551
2025-05-06 22:00:00,22.02,0.0,67,1345
2025-05-06 23:00:00,18.52,0.0,63,1064
2025-05-07 00:00:00,20.51,0.0,70,1057
2025-05-07 01:00:00,21.07,0.0,60,1251
2025-05-07 02:00:00,23.23,0.0,76,1178
2025-05-07 03:00:00,16.95,0.0,100,1094
2025-05-07 04:00:00,18.5,0.0,48,1219
2025-05-07 05:00:00,21.84,1.19,96,1472
2025-05-07 06:00:00,20.73,2.67,80,1542
2025-05-07 07:00:00,22.74,0.0,84,2705
2025-05-07 08:00:00,17.34,2.14,74,2599
2025-05-07 09:00:00,22.1,0.0,57,2479
2025-05-07 10:00:00,24.3,0.2,86,1934
2025-05-07 11:00:00,22.49,0.71,87,1706
2025-05-07 12:00:00,21.44,0.0,54,1526
2025-05-07 13:00:00,20.74,0.0,41,1932
2025-05-07 14:00:00,18.52,0.0,77,2171
2025-05-07 15:00:00,20.81,0.0,93,1939
2025-05-07 16:00:00,24.8,0.2,100,2697
2025-05-07 17:00:00,20.67,0.63,100,2503
2025-05-07 18:00:00,18.36,0.0,84,2571
2025-05-07 19:00:00,19.55,0.0,68,2364
2025-05-07 20:00:00,21.63,0.0,74,2025
2025-05-07 21:00:00,19.91,0.0,43,1792
2025-05-07 22:00:00,22.48,0.0,57,1375
2025-05-07 23:00:00,22.59,1.14,73,1037
2025-05-08 00:00:00,23.9,0.3,68,1386
2025-05-08 01:00:00,25.51,0.0,76,1143
2025-05-08 02:00:00,24.23,0.0,40,1593
2025-05-08 03:00:00,18.43,1.07,45,1047
2025-05-08 04:00:00,18.53,0.0,94,1268
